STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2019,7.548522459106186,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2019,7.39159249584192,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2019,6.020532315926487,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Middle income,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2019,3.8905668850669994,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North America,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2019,5.387964920474897,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,OECD members,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2009,7.88,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Germany,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2009,9.546,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Greece,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUM,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2009,9.259,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guam,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2009,3.292,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Honduras,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HKG,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2009,5.26,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Hong Kong SAR, China","Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,3.428,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uganda,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,9.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ukraine,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,2.462,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Arab Emirates,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,4.501,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Kingdom,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,4.355,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United States,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,7.89,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,5.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,5.045,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB","Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,1.874,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,25.677,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,11.622120060879032,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,9.762613598177165,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,8.175472555248641,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,10.946295182902432,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,European Union,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HIC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,7.249900234458451,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,High income,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTE,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,3.0683001044086224,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Late-demographic dividend,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,1997,9.454573422358603,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (excluding high income),"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,8.10810725329393,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (excluding high income),"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,8.035189353717895,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (IDA & IBRD),"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,4.579717386026293,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North America,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2017,5.918489958743864,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,OECD members,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,6.351,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mali,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLT,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,6.115,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Malta,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MUS,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,7.322,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mauritius,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,4.921,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mexico,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,1.894,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Moldova,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNG,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,4.231,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mongolia,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNE,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2013,19.585,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Montenegro,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TTO,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2007,5.544,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Trinidad and Tobago,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2007,12.365,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tunisia,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2007,10.281,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Türkiye,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2007,5.427,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Turks and Caicos Islands,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2007,5.399,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United Kingdom,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2007,4.622,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United States,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,6.959287560590173,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,10.013514382728227,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,6.916183471866291,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (IDA & IBRD),"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,7.015772181970069,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,European Union,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HIC,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,5.599976624648014,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,High income,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBD,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,6.425624438656835,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IBRD only,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBT,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,6.307893125324227,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA & IBRD total,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTE,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2021,5.857402190801505,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Late-demographic dividend,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTE,WB_WDI_SL_UEM_TOTL_NE_ZS,_T,_T,_T,PT_LF,_Z,_Z,_Z,2008,3.449402451634489,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Late-demographic dividend,"Unemployment, total (% of total labor force) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage of labor force,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
